"input","z","raw_value","median","q05","q95"
"Term_Spread",1,1.26110111385132,-0.0343759419326248,-0.216013337741476,0.162478823453116
"Term_Spread",1.125,1.49590500674472,-0.0320749959639309,-0.229919815399416,0.174971130939367
"Term_Spread",1.25,1.73070889963813,-0.0296696468991997,-0.240522857253822,0.187379516542711
"Term_Spread",1.375,1.96551279253154,-0.0274482231000608,-0.256741431968526,0.197278384625118
"Term_Spread",1.5,2.20031668542494,-0.0264261203196496,-0.269815060425456,0.22149633376758
"Term_Spread",1.625,2.43512057831835,-0.0260123441875801,-0.286607589000542,0.237843897303017
"Term_Spread",1.75,2.66992447121175,-0.0250463219832043,-0.30499430551966,0.262345588503133
"Term_Spread",1.875,2.90472836410516,-0.0221725468915696,-0.315998230449511,0.278056360731936
"Term_Spread",2,3.13953225699857,-0.0205090108898649,-0.328249580978976,0.29680093093495
"Term_Spread",2.125,3.37433614989197,-0.0183728711136511,-0.344417431817968,0.310874336902137
"Term_Spread",2.25,3.60914004278538,-0.0164362063898391,-0.355511896978225,0.325299285912953
"Term_Spread",2.375,3.84394393567879,-0.0120797303988084,-0.367733823153976,0.344514528977686
"Term_Spread",2.5,4.07874782857219,-0.00993261505959635,-0.374986244298766,0.358122337401436
"Brent_return",-2.5,-2.1942190614637,0.302118143982991,-0.0992331280035172,0.720039327616648
"Brent_return",-2.375,-2.0850534693618,0.296173941614673,-0.0981511687523963,0.710059163725281
"Brent_return",-2.25,-1.97588787725989,0.289552359715975,-0.0989792189027944,0.697340293829756
"Brent_return",-2.125,-1.86672228515799,0.283933625079999,-0.0966656595152444,0.677942912734862
"Brent_return",-2,-1.75755669305608,0.278586033273551,-0.0955094213210262,0.664599993082782
"Brent_return",-1.875,-1.64839110095418,0.272162485038688,-0.0907832959872928,0.6455030323295
"Brent_return",-1.75,-1.53922550885227,0.266110518362085,-0.0854188495421445,0.624252444729311
"Brent_return",-1.625,-1.43005991675037,0.254678285161955,-0.0807244801920566,0.604061677164192
"Brent_return",-1.5,-1.32089432464846,0.242240461378869,-0.0791078233014182,0.578843042671332
"Brent_return",-1.375,-1.21172873254656,0.228396161008408,-0.0744535326524944,0.55642002414226
"Brent_return",-1.25,-1.10256314044465,0.212393699359565,-0.0773370499741677,0.536307749170114
"Brent_return",-1.125,-0.993397548342746,0.197698200576852,-0.0797488778577631,0.512082779097707
"Brent_return",-1,-0.88423195624084,0.182151890933022,-0.0907344044456401,0.48294010989043
"Brent_return",-0.875,-0.775066364138935,0.162772770739296,-0.0936712625274347,0.448835211344052
"Brent_return",-0.75,-0.665900772037029,0.141194624367837,-0.102529895474833,0.417059991249449
"Brent_return",-0.625,-0.556735179935124,0.118709141335508,-0.114994996493029,0.378100331695034
"Brent_return",-0.5,-0.447569587833219,0.0916581950842773,-0.131576402409538,0.33956878040554
